,alpha,gamma,epsilon,eps_decay,episode,steps,episode_time,time,reward
191,0.9,0.9,0.38389143477919885,0.995,192,26,0.004680499999999976,0.4115637,33.0
192,0.9,0.9,0.3819719776053028,0.995,193,70,0.012050200000000011,0.4236153,121.0
193,0.9,0.9,0.3800621177172763,0.995,194,23,0.004685500000000009,0.4283023,27.0
194,0.9,0.9,0.37816180712868996,0.995,195,57,0.004537100000000016,0.4328407,47.0
195,0.9,0.9,0.37627099809304654,0.995,196,12,0.0010101000000000138,0.4338515,15.0
196,0.9,0.9,0.3743896431025813,0.995,197,21,0.0020723999999999743,0.4359247,21.0
197,0.9,0.9,0.37251769488706843,0.995,198,10,0.0009259999999999824,0.4368515,20.0
198,0.9,0.9,0.3706551064126331,0.995,199,10,0.0008308999999999678,0.4376831,22.0
199,0.9,0.9,0.36880183088056995,0.995,200,14,0.0012912999999999952,0.4389751,16.0
200,0.9,0.9,0.3669578217261671,0.995,201,22,0.001942599999999961,0.4409187,40.0
201,0.9,0.9,0.36512303261753626,0.995,202,34,0.0033883000000000107,0.4443088,38.0
202,0.9,0.9,0.3632974174544486,0.995,203,21,0.0027398000000000144,0.4470507,28.0
203,0.9,0.9,0.3614809303671764,0.995,204,14,0.002292900000000042,0.4493451,26.0
204,0.9,0.9,0.3596735257153405,0.995,205,33,0.005375999999999992,0.4547226,29.0
205,0.9,0.9,0.3578751580867638,0.995,206,11,0.0012443999999999789,0.4559682,15.0
206,0.9,0.9,0.35608578229633,0.995,207,13,0.0010821999999999776,0.4570511,14.0
207,0.9,0.9,0.3543053533848483,0.995,208,9,0.0010195000000000065,0.4580713,17.0
208,0.9,0.9,0.35253382661792404,0.995,209,10,0.0008798000000000417,0.4589521,16.0
209,0.9,0.9,0.3507711574848344,0.995,210,47,0.0037770000000000303,0.46273,45.0
210,0.9,0.9,0.34901730169741024,0.995,211,32,0.0025157000000000096,0.4652464,32.0
211,0.9,0.9,0.3472722151889232,0.995,212,40,0.00312380000000001,0.4683709,73.0
212,0.9,0.9,0.3455358541129786,0.995,213,33,0.0025728000000000417,0.4709444,36.0
213,0.9,0.9,0.3438081748424137,0.995,214,7,0.0006040999999999963,0.4715493,21.0
