,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
171,3.110836363,0.659449726,0.015999269,0.001413943,0.001,"(50,)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 8}",0.5,0.5,0.490561351,0.5,0.514959903,0.501103016,0.007828841,63,0.5,0.5,0.496516123,0.502819038,0.506407307,0.501148494,0.00330281
172,2.822006512,0.628433903,0.017399788,0.002498395,0.001,"(50,)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 9}",0.5,0.495204142,0.492165212,0.510964445,0.5,0.499665345,0.006385254,246,0.5,0.513071253,0.490643606,0.510299465,0.5,0.502802865,0.008064719
173,3.04303503,1.212142204,0.021799469,0.00306021,0.001,"(50,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 10}",0.5,0.5,0.500525158,0.497643886,0.5,0.499634218,0.001015043,250,0.5,0.5,0.501722918,0.506538683,0.5,0.50165232,0.002532667
174,3.939612722,1.073018608,0.029400492,0.002415783,0.001,"(50,)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 15}",0.5,0.5,0.5,0.5,0.5,0.5,8.60E-17,77,0.5,0.5,0.5,0.5,0.5,0.5,4.97E-17
175,4.3331985,0.736881832,0.041801643,0.002314971,0.001,"(50,)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 20}",0.519072572,0.500530515,0.5,0.509339295,0.500461287,0.505888573,0.007469333,21,0.50475313,0.502932023,0.5,0.503906312,0.502905295,0.502899352,0.001603609
176,5.913598776,1.557785275,0.050799227,0.002713688,0.001,"(50,)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 25}",0.489519946,0.522154316,0.5340572,0.506763182,0.515563125,0.513596779,0.014987736,6,0.52458465,0.549254709,0.548854337,0.541219534,0.55348255,0.543479156,0.010241345
177,6.872219372,3.137161683,0.058602047,0.005425856,0.001,"(50,)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 30}",0.493393622,0.5,0.503676105,0.510169612,0.5,0.501441324,0.00548042,59,0.508043758,0.5,0.513014111,0.511756536,0.5,0.506562881,0.005602289
178,6.495635939,2.304893683,0.074799681,0.011973202,0.001,"(50,)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 35}",0.500380325,0.508488244,0.5,0.50197289,0.501511603,0.502471297,0.003094602,44,0.51962677,0.515888616,0.5,0.517525988,0.511013403,0.512810955,0.007007291
179,7.677829027,1.730802924,0.079599857,0.008357085,0.001,"(50,)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 40}",0.499084404,0.511671335,0.479447875,0.505648996,0.495174225,0.498211041,0.010938147,272,0.553308178,0.53022113,0.54081258,0.529635511,0.547243774,0.540244235,0.009305814
180,0.608798933,0.260182094,0.005201674,0.000979357,0.001,"(25,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 2}",0.5,0.5,0.5,0.5,0.5,0.5,8.60E-17,77,0.5,0.5,0.5,0.5,0.5,0.5,4.97E-17
181,0.947821856,0.152159718,0.008199739,0.000978733,0.001,"(25,)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 3}",0.5,0.5,0.5,0.5,0.5,0.5,8.60E-17,77,0.5,0.5,0.5,0.5,0.5,0.5,4.97E-17
182,1.461999941,0.18846492,0.008999205,0.001095975,0.001,"(25,)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 4}",0.46916554,0.498366013,0.496721311,0.493776169,0.498360656,0.491264096,0.011193313,295,0.500906751,0.5,0.500671916,0.498663246,0.500394126,0.500127208,0.000791834
